Displayed Name,First Name,Last Name,Role,Time,Group,Personal Statement / Summary (optional)
E. Elif Alp,E. Elif,Alp,,Alumni,Editorial Board,Editorial Assistant for Vol 61.2 Water and Vol 61.1 Religion & Statecraft
E. J. Holton,E. J.,Holton,,Alumni,Editorial Board,Secretary for Vol 1.1 Higher Education in International Affairs
E. M. Edwin,E. M.,Edwin,,Alumni,Editorial Board,Editorial Assistant for Vol 8.1 Postwar Soviet Foreign Policy
E. Michael Finkelstein,E. Michael,Finkelstein,,Alumni,Editorial Board,Editorial Assistant for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century
E. Ramon Arango,E. Ramon,Arango,,Alumni,Editorial Board,Associate Editor for Vol 8.2 The Military and U.S. Foreign Policy and Vol 8.1 Postwar Soviet Foreign Policy
E. Spencer Wellhofer,E. Spencer,Wellhofer,,Alumni,Editorial Board,"Editorial Assistant for Vol 18.2 The Politics of Partition
Associate Editor (Advertising) for Vol 19.2 Mediterranean Europe and Vol 19.1 The Arab World"
Eamon Kircher-Allen,Eamon,Kircher-Allen,,Alumni,Editorial Board,Editorial Assistant for Vol 61.1 Religion & Statecraft
Eduardo Levy-Spira,Eduardo,Levy-Spira,,Alumni,Editorial Board,"Editorial Assistant for Vol 44.1 Theory, Values and Practice in International Relations and Vol 43.2 Mexico: Tradition and Transition"
Eduardo Peris Deprez,Eduardo Peris,Deprez,,Alumni,Editorial Board,Editorial Assistant for Vol 61.2 Water
Edward A. Reynolds,Edward A.,Reynolds,,Alumni,Editorial Board,Editorial Assistant for Vol 65.2 The Future of the City and Vol 65.1 Inside the Authoritarian State
Edward D. Greathed,Edward D.,Greathed,,Alumni,Editorial Board,"Editorial Assistant for Vol 13.2 The Middle East and Vol 13.1 Science and World Politics
Editor-in-Chief for Vol 14.2 The Americas and Vol 14.1 A New Balance of Power?"
Edward H. Sibbald,Edward H.,Sibbald,,Alumni,Editorial Board,Editorial Assistant for Vol 25.1 Revolutionary Wars
Edward J. Shanahan Jr.,Edward J.,Shanahan Jr.,,Alumni,Editorial Board,"Authored for Print issue Vol 12.1 The Western Alliance published in 1958-59
Editorial Assistant for Vol 11.2 Communist China in World Politics, Vol 11.1 East Central Europe, Vol 12.1 The Western Alliance, and Vol 12.2 A Design for International Relations"
Eileen A. Simpson,Eileen A.,Simpson,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Eileen P. Daugherty,Eileen P.,Daugherty,,Alumni,Editorial Board,Editorial Assistant for Vol 24.1 Leadership
Eileen P. Liu,Eileen P.,Liu,,Alumni,Editorial Board,"Production Assistant for Vol 63.1 Pakistan & Afghanistan
Director of Production for Vol 63.2 Rethinking Russia, Vol 64.1 Innovating for Development, and Vol 64.2 Sino-Indian Relations"
Elena A. Vitale,Elena A.,Vitale,,Alumni,Editorial Board,Marketing & Advertising Director for Vol 52.1 The Multiple Faces of World Poverty and Vol 51.2 Technology and International Policy
Eli S. Williams,Eli S.,Williams,,Alumni,Editorial Board,Editorial Assistant for Vol 63.2 Rethinking Russia
Elisabeth D. Sherk,Elisabeth D.,Sherk,,Alumni,Editorial Board,"Senior Editor for Vol 46.1 Sub-Saharan Africa and Vol 45.2 Rethinking Nationalism and Sovereignty
Editorial Assistant for Vol 45.1 East Central Europe and Vol 44.2 The Politics of the Global Environment"
Elisabeth D. Sherwood,Elisabeth D.,Sherwood,,Alumni,Editorial Board,"Editorial Assistant for Vol 48.1 Contemporary Issues in World Trade and Vol 47.2 Refugees and International Population Flows
Production Manager for Vol 49.1 Continuity and Transformation and Vol 48.2 Transcending National Boundaries"
Eliza M. Wright,Eliza M.,Wright,,Alumni,Editorial Board,Editorial Assistant for Vol 63.1 Pakistan & Afghanistan
Elizabeth A. Hodges,Elizabeth A.,Hodges,,Alumni,Editorial Board,Editorial Assistant for Vol 18.1 Statesmen and Succession
Elizabeth C. Glendinning,Elizabeth C.,Glendinning,,Alumni,Editorial Board,Editorial Assistant for Vol 9.2 The United Nations After Ten Years and Vol 9.1 Problems and Progress in Latin America
Elizabeth C. Нilty,Elizabeth C.,Нilty,,Alumni,Editorial Board,Secretary for Vol 19.1 The Arab World
Elizabeth G. Korbonski,Elizabeth G.,Korbonski,,Alumni,Editorial Board,Associate Editor for Vol 10.2 The Press in World Affairs
Elizabetii G. Korbonski,Elizabetii G.,Korbonski,,Alumni,Editorial Board,Associate Editor for Vol 10.1 Southeast Asia in Transition
Eloy De Oliveira,Eloy De,Oliveira,,Alumni,Editorial Board,Editorial Assistant for Vol 68.1 Breaking Point: Protests and Revoluions
Emily C. Ingram,Emily C.,Ingram,,Alumni,Editorial Board,Editorial Assistant for Vol 63.1 Pakistan & Afghanistan
Emily T. Chang,Emily T.,Chang,,Alumni,Editorial Board,Editorial Assistant for Vol 62.2 Africa in the 21st Century and Vol 62.1 Global Finance
Emma Lambert-Porter,Emma,Lambert-Porter,,Alumni,Editorial Board,Editorial Assistant for Vol 67.1 The Gender Issue
Eric D. Goldstein,Eric D.,Goldstein,,Alumni,Editorial Board,Book Reviews Editor for Vol 39.1 Technology in Space
Eric Marshall Wong,Eric Marshall,Wong,,Alumni,Editorial Board,"Editorial Assistant for Vol 48.1 Contemporary Issues in World Trade
Special Projects Coordinator for Vol 49.1 Continuity and Transformation and Vol 48.2 Transcending National Boundaries"
Ethan Christian Arrow,Ethan Christian,Arrow,,Alumni,Editorial Board,Editorial Assistant for Vol 63.1 Pakistan & Afghanistan
Ethan S. Wilkes,Ethan S.,Wilkes,,Alumni,Editorial Board,Editorial Assistant for Vol 64.1 Innovating for Development
Eun-Joo Chang,Eun-Joo,Chang,,Alumni,Editorial Board,Editorial Assistant for Vol 36.2 Religion and Politics
Eunice S. Reddick,Eunice S.,Reddick,,Alumni,Editorial Board,Associate Editor (Promotions) for Vol 29.2 Power in the Third World and Vol 29.1 An Era of Negotiations
Euripides F. Lallos,Euripides F.,Lallos,,Alumni,Editorial Board,Editorial Assistant for Vol 8.1 Postwar Soviet Foreign Policy
Eva Sanchez-Ampudia,Eva,Sanchez-Ampudia,,Alumni,Editorial Board,"Editorial Assistant for Vol 49.1 Continuity and Transformation and Vol 48.2 Transcending National Boundaries
Marketing and Advertising Director for Vol 50.1 Religion and Vol 49.2 Contemporary China"
Evan M. Cook,Evan M.,Cook,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
Evangelia M. Bouzis,Evangelia M.,Bouzis,,Alumni,Editorial Board,Business Development Manager for Vol 54.1 Turkey and Vol 53.2 Shadow Economies
Everett N. Kelsey,Everett N.,Kelsey,,Alumni,Editorial Board,Editorial Assistant for Vol 15.2 Ideology and Vol 15.1 Many Africas
Everett Newton Kelsey,Everett Newton,Kelsey,,Alumni,Editorial Board,Editor-in-Chief for Vol 16.2 Nation-Building and Vol 16.1 Western Europe
F. Stephen Larrabee,F. Stephen,Larrabee,,Alumni,Editorial Board,Authored for Print issue Vol 63.2 Rethinking Russia published in 2009-10
Farah Abu Sahliya,Farah,Abu Sahliya,,Alumni,Editorial Board,Student Essays Editor for Vol 72.2 Dynamics of Global Feminism and Vol 72.1 The Fourth Industrial Revolution
Farha Tahera Quadri,Farha Tahera,Quadri,,Alumni,Editorial Board,Editorial Assistant for Vol 66.2 The Rise of Latin America and Vol 66.1 Transnational Organized Crime
Farkhod S. Muradov,Farkhod S.,Muradov,,Alumni,Editorial Board,Editorial Assistant for Vol 58.1 State Building
Felicia S. Mualim,Felicia S.,Mualim,,Alumni,Editorial Board,Editorial Assistant for Vol 68.2 Migration
Fernando Severino Diaz,Fernando Severino,Diaz,,Alumni,Editorial Board,Editorial Assistant for Vol 66.2 The Rise of Latin America
Frances Yu-Chun Chen,Frances Yu-Chun,Chen,,Alumni,Editorial Board,Editorial Assistant for Vol 65.1 Inside the Authoritarian State
Francisco Eduardo Lastra Y Lastra,Francisco Eduardo Lastra,Y Lastra,,Alumni,Editorial Board,Editorial Assistant for Vol 65.2 The Future of the City and Vol 65.1 Inside the Authoritarian State
Frank B. Warren II,Frank B.,Warren II,,Alumni,Editorial Board,Editorial Assistant for Vol 26.2 Micropolitics and Vol 26.1 The Military-Industrial Complex
Frank E. G. Weil,Frank E. G.,Weil,,Alumni,Editorial Board,Editor for Vol 3.2 Regional Organizations and Vol 3.1 A New Framework for American Foreign Policy
Frank T. Yorichika,Frank T.,Yorichika,,Alumni,Editorial Board,"Editorial Assistant for Vol 13.2 The Middle East and Vol 13.1 Science and World Politics
Business Manager for Vol 14.2 The Americas and Vol 14.1 A New Balance of Power?"
Franklin Jurado-Rodriguez,Franklin,Jurado-Rodriguez,,Alumni,Editorial Board,Editorial Assistant for Vol 25.1 Revolutionary Wars
Franklyn J. C. Griffiths,Franklyn J. C.,Griffiths,,Alumni,Editorial Board,Business Manager for Vol 16.2 Nation-Building and Vol 16.1 Western Europe
Frederic Rozeira De Mariz,Frederic Rozeira,De Mariz,,Alumni,Editorial Board,Editorial Assistant for Vol 58.1 State Building
Frederick D. Seaton,Frederick D.,Seaton,,Alumni,Editorial Board,Editorial Assistant for Vol 17.1 Diplomacy in Transition and Vol 16.2 Nation-Building
Frederick H. Gerlach,Frederick H.,Gerlach,,Alumni,Editorial Board,"Editorial Assistant for Vol 16.2 Nation-Building
Associate Editor (Circulation) for Vol 17.2 The Asian Triangle and Vol 17.1 Diplomacy in Transition"
Fuller Lyon Forage,Fuller Lyon,Forage,,Alumni,Editorial Board,Editorial Assistant for Vol 64.1 Innovating for Development
G. Norman Anderson,G. Norman,Anderson,,Alumni,Editorial Board,Literary Editor for Vol 14.2 The Americas and Vol 14.1 A New Balance of Power?
Gary Rissman-Mathews,Gary,Rissman-Mathews,,Alumni,Editorial Board,Editorial Assistant for Vol 35.1 International Underground Economic Systems and Vol 34.2 Soviet-American Competition in the Third World
Gemma Torras Vives,Gemma Torras,Vives,,Alumni,Editorial Board,Editorial Assistant for Vol 70.1 The Cyber Issue
Geneese G. Baumbusch,Geneese G.,Baumbusch,,Alumni,Editorial Board,Associate Editor (Business) for Vol 24.2 International Economic Development in the 1970s
Geneese R. Gottschalk,Geneese R.,Gottschalk,,Alumni,Editorial Board,"Editorial Assistant for Vol 23.2 National Politics and Foreign Policy
Associate Editor (Business) for Vol 24.1 Leadership"
George F. Sherman Jr.,George F.,Sherman Jr.,,Alumni,Editorial Board,Associate Editor for for Vol 8.2 The Military and U.S. Foreign Policy and Vol 8.1 Postwar Soviet Foreign Policy
George H. Shenk,George H.,Shenk,,Alumni,Editorial Board,Associate Editor (Advertising) for Vol 21.2 Theory and Reality in International Relations and Vol 21.1 Image and Reality in World Politics
George M. Schwarz,George M.,Schwarz,,Alumni,Editorial Board,"Authored for Print issue Vol 4.1 Europe After the Marshall Plan published in 1950-51
Editorial Assistant for Vol 3.2 Regional Organizations
Associate Editor for Vol 4.2 The Advancement of Underdeveloped Areas and Vol 4.1 Europe After the Marshall Plan"
George M. Shaw,George M.,Shaw,,Alumni,Editorial Board,"Editorial Assistant for Vol 29.2 Power in the Third World
Special Projects Editor for Vol 30.1 Political Economy"
Georgine L. Ogden,Georgine L.,Ogden,,Alumni,Editorial Board,"Authored for Print issue Vol 3.2 Regional Organizations published in 1949-50
Associate Editor for Vol 3.2 Regional Organizations"
Gerard E. Trimarco,Gerard E.,Trimarco,,Alumni,Editorial Board,"Editorial Assistant for Vol 47.1 The Power of the Media in the Global System
Senior Editor for Vol 48.1 Contemporary Issues in World Trade and Vol 47.2 Refugees and International Population Flows"
Gerard J. Maguire,Gerard J.,Maguire,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Gillian Ping Tee,Gillian Ping,Tee,,Alumni,Editorial Board,Online Managing Editor for Vol 64.2 Sino-Indian Relations and Vol 64.1 Innovating for Development
Giovanni E. Pagan,Giovanni E.,Pagan,,Alumni,Editorial Board,"Assistant Editor for Vol 71.1 Democracy, Vol 71.1.5 Contentious Narratives, and Vol 71.2 Ungoverned Spaces"
Gonzalo Fernandez Dionis,Gonzalo Fernandez,Dionis,,Alumni,Editorial Board,"Managing Editor (Editorial and Production) for Vol 71.2 Ungoverned Spaces, Vol 71.1.5 Contentious Narratives, and Vol 71.1 Democracy"
Gordon D. Clark,Gordon D.,Clark,,Alumni,Editorial Board,"Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49
Editor for Vol 2.2 Developing an International Civil Service and Vol 2.1 U.S. Occupation - Germany and Japan"
Gregg A. Rubinstein,Gregg A.,Rubinstein,,Alumni,Editorial Board,"Editor for Vol 28.2 Communism and Détente, Vol 28.1 World Trade and United States Foreign Policy, and Vol 27.2 Political Integration of Multi-State Nations"
Gregory L. White,Gregory L.,White,,Alumni,Editorial Board,"Authored for Print issue Vol 45.1 East Central Europe published in 1991-92
Editor-in-Chief for Vol 45.1 East Central Europe and Vol 44.2 The Politics of the Global Environment"
Gweneth M. Thirlwell,Gweneth M.,Thirlwell,,Alumni,Editorial Board,Editorial Assistant for Vol 59.1 The Politics of the Sea
H. Gael Baldwin,H. Gael,Baldwin,,Alumni,Editorial Board,Editor for Vol 1.1 Higher Education in International Affairs
H.K. Park,H.K.,Park,,Alumni,Editorial Board,"Editorial Assistant for Vol 50.1 Religion and Vol 49.2 Contemporary China
Senior Editor (Second Issue) for Vol 51.1 South Asia and Vol 50.2 Privatization for Vol 51.1 South Asia and Vol 50.2 Privatization"
Hans Heymann Jr.,Hans,Heymann Jr.,,Alumni,Editorial Board,"Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49 and Vol 1.1 Higher Education in International Affairs published in 1947-48
Editor for Vol 2.2 Developing an International Civil Service, Vol 2.1 U.S. Occupation - Germany and Japan and Vol 1.1 Higher Education in International Affairs"
Harold A. Rothlein,Harold A.,Rothlein,,Alumni,Editorial Board,Editorial Assistant for Vol 24.1 Leadership
Harrie E. Green,Harrie E.,Green,,Alumni,Editorial Board,Editorial Assistant for Vol 14.1 A New Balance of Power?
Harry G. Picknell,Harry G.,Picknell,,Alumni,Editorial Board,Editorial Assistant for Vol 4.2 The Advancement of Underdeveloped Areas
Harry J. Tankin,Harry J.,Tankin,,Alumni,Editorial Board,Associate Editor (Special Projects) for Vol 29.2 Power in the Third World and Vol 29.1 An Era of Negotiations
Helen A. Dimos,Helen A.,Dimos,,Alumni,Editorial Board,"Editorial Assistant for Vol 21.2 Theory and Reality in International Relations and Vol 21.1 Image and Reality in World Politics
Associate Editor (Circulation) for Vol 22.2 Intervention and World Politics and Vol 22.1 East-West Détente"
Helen Yuanyuan Cao,Helen Yuanyuan,Cao,,Alumni,Editorial Board,Editorial Assistant for Vol 60.1 Historical Reconciliation
Helmut F. Ressmeyer,Helmut F.,Ressmeyer,,Alumni,Editorial Board,"Editorial Assistant for Vol 5.2 Propaganda in World Politics and Vol 5.1 American Foreign Policy
Associate Editor for Vol 8.1 Postwar Soviet Foreign Policy"
Henrietta M. Bartizal,Henrietta M.,Bartizal,,Alumni,Editorial Board,"Editorial Assistant for Vol 17.2 The Asian Triangle
Associate Editor (Business) for Vol 18.2 The Politics of Partition and Vol 18.1 Statesmen and Succession"
Herbert G. Meyer,Herbert G.,Meyer,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Hyang S. Vanessa Lee,Hyang S. Vanessa,Lee,,Alumni,Editorial Board,Editorial Assistant for Vol 64.1 Innovating for Development
Hyo Jung Esther Jung,Hyo Jung Esther,Jung,,Alumni,Editorial Board,Editorial Assistant for Vol 63.2 Rethinking Russia
Hyun Tae Calvin Kim,Hyun Tae Calvin,Kim,,Alumni,Editorial Board,"Editorial Assistant for Vol 67.2 Global Food Security and Vol 67.1 The Gender Issue
Book Review Editor for Vol 68.2 Migration and Vol 68.1 Breaking Point: Protests and Revoluions"
Ian F. H. Wilson,Ian F. H.,Wilson,,Alumni,Editorial Board,"Editorial Assistant for Vol 14.1 A New Balance of Power?
Business Manager for Vol 15.1 Many Africas"
Ian F. Wilson,Ian F.,Wilson,,Alumni,Editorial Board,Editorial Assistant for Vol 15.2 Ideology
Ibrahim H. Ulusal,Ibrahim H.,Ulusal,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Ignacio Saez-Benito,Ignacio,Saez-Benito,,Alumni,Editorial Board,Editorial Assistant for Vol 53.2 Shadow Economies
Iliana Mier-Lavin,Iliana,Mier-Lavin,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
In Kyung Kim,In Kyung,Kim,,Alumni,Editorial Board,Editorial Assistant for Vol 52.1 The Multiple Faces of World Poverty and Vol 51.2 Technology and International Policy
Isfandyar Z. Khan,Isfandyar Z.,Khan,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
J. Benjamin Cramer,J. Benjamin,Cramer,,Alumni,Editorial Board,"Editorial Assistant for Vol 53.1 Fueling the 21st Century and Vol 52.2 Seeking Institutional Justice
Director of Editorial Assistants for Vol 54.1 Turkey and Vol 53.2 Shadow Economies"
J. Joanne Lee,J. Joanne,Lee,,Alumni,Editorial Board,"Editorial Assistant for Vol 47.2 Refugees and International Population Flows
Marketing and Advertising Director for Vol 49.1 Continuity and Transformation and Vol 48.2 Transcending National Boundaries"
J. Laurence Chang,J. Laurence,Chang,,Alumni,Editorial Board,Editorial Assistant for Vol 41.2 Europe
J. Patrick Falby,J. Patrick,Falby,,Alumni,Editorial Board,Editorial Assistant for Vol 59.1 The Politics of the Sea
J. Quinn Martin,J. Quinn,Martin,,Alumni,Editorial Board,Editorial Assistant for Vol 59.2 The Globalization of Disaster and Vol 59.1 The Politics of the Sea
