From,Title,To,Text,Topic,Date (MMDDYYYY),Author 1,Author 2,Author 3,Author 4,Author 5,Tag 1,Region 1,Region 2,Region 3,Region 4
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/interview-amien-rais,An Interview with Amien Rais,https://jia.site.drupaldisttest.cc.columbia.edu/news/interview-amien-rais,,ESSAY,11242010,,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/putin-and-russian-orthodox-church-asymmetric-symphonia,Putin and the Russian Orthodox Church: Asymmetric Symphonia?,https://jia.site.drupaldisttest.cc.columbia.edu/news/putin-and-russian-orthodox-church-asymmetric-symphonia,,ESSAY,11242010,John Anderson,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/churches-contribution-citizenship-brazil,The Churches' Contribution to Citizenship in Brazil,https://jia.site.drupaldisttest.cc.columbia.edu/news/churches-contribution-citizenship-brazil,,ESSAY,11242010,Rudolf von Sinner,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/fatal-flaws-us-constitutional-project-iraq,The Fatal Flaws in the U.S. Constitutional Project for Iraq,https://jia.site.drupaldisttest.cc.columbia.edu/news/fatal-flaws-us-constitutional-project-iraq,,ESSAY,11242010,Ann Elizabeth Mayer,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/islamic-just-war-theory-and-challenge-sacred-space-iraq,Islamic Just War Theory and the Challenge of Sacred Space in Iraq,https://jia.site.drupaldisttest.cc.columbia.edu/news/islamic-just-war-theory-and-challenge-sacred-space-iraq,,ESSAY,11242010,Ron E. Hassner,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/local-religious-peacemakers-untapped-resource-us-foreign-policy,Local Religious Peacemakers: An Untapped Resource in the U.S. Foreign Policy,https://jia.site.drupaldisttest.cc.columbia.edu/news/local-religious-peacemakers-untapped-resource-us-foreign-policy,,ESSAY,11242010,Sheherazade Jafari,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/what-religion-brings-politics-transitional-justice,What Religion Brings to the Politics of Transitional Justice,https://jia.site.drupaldisttest.cc.columbia.edu/news/what-religion-brings-politics-transitional-justice,,ESSAY,11242010,Daniel Philpott,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/religions-and-international-poverty-alleviation-pluses-and-minuses,Religions and International Poverty Alleviation: The Pluses and Minuses,https://jia.site.drupaldisttest.cc.columbia.edu/news/religions-and-international-poverty-alleviation-pluses-and-minuses,,ESSAY,11242010,J. Paul Martin,Jason Chau,Shruti Patel,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/religious-discrimination-world-survey,Religious Discrimination: A World Survey,https://jia.site.drupaldisttest.cc.columbia.edu/news/religious-discrimination-world-survey,,ESSAY,11242010,Jonathan Fox,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/outwitting-developed-countries-existential-insecurity-and-global-resurgence-religion,Outwitting the Developed Countries? Existential Insecurity and the Global Resurgence of Religion,https://jia.site.drupaldisttest.cc.columbia.edu/news/outwitting-developed-countries-existential-insecurity-and-global-resurgence-religion,,ESSAY,11242010,Scott M. Thomas,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/tolerance-and-theocracy-how-liberal-states-should-think-religious-states,Tolerance and Theocracy: How Liberal States Should Think of Religious States,https://jia.site.drupaldisttest.cc.columbia.edu/news/tolerance-and-theocracy-how-liberal-states-should-think-religious-states,,ESSAY,11242010,Michael Blake,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/speaking-reconciliation-perspectives-field-interviews-fw-de-klerk-benjamin-b-ferencz-and-priscilla-b,"Speaking to Reconciliation: Perspectives from the Field - Interviews with F.W. de Klerk, Benjamin B. Ferencz and Priscilla B. Hayner",https://jia.site.drupaldisttest.cc.columbia.edu/news/speaking-reconciliation-perspectives-field-interviews-fw-de-klerk-benjamin-b-ferencz-and,,ESSAY,12032010,,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reconciliation-rwanda-education-history-and-state,"Reconciliation in Rwanda: Education, History and the State",https://jia.site.drupaldisttest.cc.columbia.edu/news/reconciliation-rwanda-education-history-and-state,,ESSAY,12032010,Marian Hodgkin,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/politics-victimhood-historical-memory-and-peace-spain-and-basque-region,The Politics of Victimhood: Historical Memory and Peace in Spain and the Basque Region,https://jia.site.drupaldisttest.cc.columbia.edu/news/politics-victimhood-historical-memory-and-peace-spain-and-basque-region,,ESSAY,12032010,Ross B. MacDonald,Monica C. Bernardo,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reconciliation-between-hutus-and-tutsis-possible,Is Reconciliation Between Hutus and Tutsis Possible?,https://jia.site.drupaldisttest.cc.columbia.edu/news/reconciliation-between-hutus-and-tutsis-possible,,ESSAY,12032010,Marie B̩atrice Umutesi,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reconciliation-and-economic-reaction-flaws-south-africas-elite-transition,Reconciliation and Economic Reaction: Flaws in South Africa's Elite Transition,https://jia.site.drupaldisttest.cc.columbia.edu/news/reconciliation-and-economic-reaction-flaws-south-africas-elite-transition,,ESSAY,12032010,Patrick Bond,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/confederate-memory-and-monuments-judicial-opinions-statutes-and-buildings,"Confederate Memory and Monuments: Of Judicial Opinions, Statutes and Buildings",https://jia.site.drupaldisttest.cc.columbia.edu/news/confederate-memory-and-monuments-judicial-opinions-statutes-and-buildings,,ESSAY,12032010,Alfred L. Brophy,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/sri-lankas-conflict-culture-and-lineages-past,Sri Lanka's Conflict: Culture and Lineages of the Past,https://jia.site.drupaldisttest.cc.columbia.edu/news/sri-lankas-conflict-culture-and-lineages-past,,ESSAY,12032010,Nira Wickramasinghe,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reconciliation-dirty-word-conflict-community-relations-and-education-northern-ireland,"Reconciliation as a Dirty Word: Conflict, Community Relations and Education in Northern Ireland",https://jia.site.drupaldisttest.cc.columbia.edu/news/reconciliation-dirty-word-conflict-community-relations-and-education-northern-ireland,,ESSAY,12032010,Kieran McEvoy,Kirsten McConnachie,Lesley McEvoy,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/negotiating-truth-holocaust-lehavdil-and-al-nakba,"Negotiating Truth: The Holocaust, Lehavdil, and Al-Nakba",https://jia.site.drupaldisttest.cc.columbia.edu/news/negotiating-truth-holocaust-lehavdil-and-al-nakba,,ESSAY,12032010,Ian S. Lustick,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/depolarizing-past-role-historical-commissions-conflict-mediation-and-reconciliation,Depolarizing the Past: The Role of Historical Commissions in Conflict Mediation and Reconciliation,https://jia.site.drupaldisttest.cc.columbia.edu/news/depolarizing-past-role-historical-commissions-conflict-mediation-and-reconciliation,,ESSAY,12032010,Alexander M. Karn,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/transitional-justice-holistic-interpretation,Transitional Justice: A Holistic Interpretation,https://jia.site.drupaldisttest.cc.columbia.edu/news/transitional-justice-holistic-interpretation,,ESSAY,12032010,Alexander L. Boraine,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/short-review-essays-2,Short Review Essays,,,ESSAY,11242010,Anthony Deckoff,Daniel Doktori,Gweneth M. Thirlwell,J. Quinn Martin,"Jessica A. Keith, John O'Kane, Katherine Haver, Kimberly Lietz, Nikola Smith",Produced for Digital,Global Commons,,,
